tract_fips,nta_code
36085017016,SI0303
36085017013,SI0303
36085018703,SI0203
36085020701,SI0106
36085020702,SI0106
36085009701,SI0104
36085009702,SI0191
36085005901,SI0104
36085029105,SI0204
36085004004,SI0103
36085022601,SI0304
36085004003,SI0103
36085004002,SI0103
36061012700,MN0402
36061012800,MN0802
36061013000,MN0802
36061013300,MN0402
36061013400,MN0801
36061013700,MN0502
36061014000,MN0802
36061014300,MN6491
36061014401,MN0803
36061014500,MN0701
36061014601,MN0803
36061014801,MN0802
36061014802,MN0802
36061014900,MN0701
36061015700,MN0701
36061015801,MN0802
36061015900,MN0701
36061016001,MN0802
36061016100,MN0702
36061016200,MN1191
36061016600,MN1101
36061016700,MN0702
36061016800,MN1101
36061017000,MN1101
36061017100,MN0702
36061017300,MN0702
36061017402,MN1101
36061017500,MN0702
36061017700,MN0702
36061017800,MN1102
36061018100,MN0702
36061018200,MN1102
36061018300,MN0702
36061018400,MN1102
36061018500,MN0703
36061018600,MN1001
36061018800,MN1102
36061019200,MN1102
36061019300,MN0703
36061019400,MN1102
36061019500,MN0703
36061019600,MN1102
36061019701,MN0901
36061019702,MN1001
36061020000,MN1001
36061020102,MN1001
36061020300,MN0901
36061022700,MN0903
36061020600,MN1102
36061020901,MN0901
36061021000,MN1102
36061021100,MN0901
36061021200,MN1002
36061021400,MN1002
36061021703,MN0902
36061021800,MN1001
36061021900,MN0902
36061022102,MN1002
36061022400,MN1002
36061022600,MN1002
36061022800,MN1002
36061022900,MN0903
36061023000,MN1002
36047152200,BK1402
36005009302,BX0201
36005009301,BX0201
36005011701,BX0201
36005051601,BX1003
36005001902,BX0101
36047150200,BK0701
36005002001,BX0902
36005002002,BX0902
36005018501,BX0301
36005001903,BX0101
36005046208,BX1202
36005046207,BX1004
36005043101,BX0703
36005046203,BX1004
36005046209,BX1202
36005048402,BX1202
36005048401,BX1202
36005046205,BX1004
36005006301,BX0401
36005030202,BX1004
36005043102,BX1271
36005030201,BX1004
36005038303,BX0503
36005011702,BX0201
36005018502,BX0301
36005006302,BX0491
36005046204,BX1004
36005046206,BX1004
36005038304,BX0603
36005001901,BX0101
36085014605,SI0302
36085014606,SI0302
36085015100,SI0105
36085015601,SI0302
36085015602,SI0302
36085016901,SI0105
36085014700,SI0105
36085020100,SI0105
36085031902,SI0107
36085000800,SI0103
36085001100,SI0101
36085001700,SI0102
36085002002,SI0201
36085002900,SI0102
36085003300,SI0104
36085017005,SI0304
36085017007,SI0303
36085017300,SI0203
36085017600,SI0304
36061023400,MN1002
36061023501,MN0903
36061023502,MN1002
36061023600,MN1002
36061023900,MN1201
36061024000,MN1191
36061024301,MN1201
36061024302,MN1002
36061024500,MN1201
36061024900,MN1201
36061026300,MN1201
36061026500,MN1202
36061026700,MN1202
36061026900,MN1202
36061027700,MN1202
36061027900,MN1202
36061028500,MN1202
36061029100,MN1203
36061029300,MN1203
36061029500,MN1203
36061029700,MN1292
36061030300,MN1203
36061029900,MN1203
36085003900,SI0104
36085004700,SI0104
36085005000,SI0201
36085006400,SI0201
36085007400,SI0201
36085007500,SI0104
36085008100,SI0101
36085009601,SI0201
36085009602,SI0201
36061010602,MN0801
36061010900,MN0502
36061011000,MN0801
36061011202,MN0502
36061011203,MN0604
36061031100,MN1291
36061005200,MN0501
36061010100,MN0501
36061014700,MN0701
36061015001,MN0802
36085018901,SI0105
36085019700,SI0105
36085020803,SI0304
36085020804,SI0304
36085023100,SI0107
36085023900,SI0107
36061015002,MN0802
36061019100,MN0703
36061022301,MN0902
36085011401,SI0201
36085011402,SI0202
36085012100,SI0104
36085012500,SI0104
36085012804,SI0202
36085013203,SI0302
36085013204,SI0301
36085013302,SI0106
36085013400,SI0202
36085013800,SI0301
36047012600,BK1001
36047027100,BK0302
36047034800,BK1302
36047046000,BK1402
36047105804,BK0504
36005043503,BX2691
36005043501,BX1201
36005033602,BX1201
36085011203,SI0202
36005033601,BX1104
36085022802,SI0291
36085022801,SI0391
36005033802,BX1201
36005033801,BX1104
36005043502,BX1271
36085011204,SI9592
36085014604,SI0302
36085024800,SI0305
36085025100,SI0105
36085027301,SI0204
36085027702,SI0204
36085027900,SI0203
36085029102,SI0204
36085030301,SI0107
36085031901,SI0107
36085032300,SI0107
36085001800,SI9561
36085014100,SI0106
36085024401,SI0305
36005011800,BX1002
36005012102,BX0202
36005012300,BX0303
36005012500,BX0303
36005012701,BX0202
36047076800,BK1403
36047094600,BK1703
36047119800,BK0502
36005040900,BX0702
36005041100,BX0702
36005041300,BX0702
36005041400,BX1203
36005041800,BX1203
36005040800,BX1201
36005041900,BX0703
36005042100,BX0703
36005042200,BX1203
36005042300,BX0703
36005042400,BX1203
36005042500,BX0703
36005042600,BX1202
36005042902,BX0703
36005043000,BX1203
36005035100,BX0803
36005035600,BX1202
36005035800,BX1202
36005035900,BX0601
36005036100,BX0601
36005036300,BX0601
36005036502,BX0602
36005036700,BX0602
36005036902,BX0602
36005043600,BX1203
36005044200,BX1203
36005044800,BX1203
36005045102,BX1203
36005045800,BX1202
36005037200,BX1201
36005037000,BX1201
36005037300,BX0602
36005037400,BX1201
36005004100,BX0101
36005011900,BX0202
36005024400,BX1102
36005031200,BX1103
36005031400,BX1103
36005032800,BX1104
36005039800,BX1201
36047088400,BK1704
36047088600,BK1704
36047089000,BK1704
36047089200,BK1704
36047089400,BK1602
36047089600,BK1602
36047004500,BK0601
36047004700,BK0601
36047004900,BK0601
36047005400,BK1001
36047005900,BK0601
36047006000,BK1001
36047006300,BK0601
36047006400,BK1001
36047006500,BK0601
36047006600,BK1001
36047006700,BK0601
36047006800,BK1001
36047007000,BK1001
36047007100,BK0601
36047007200,BK0702
36047007500,BK0601
36047008400,BK0702
36081038302,QN8191
36047008500,BK0601
36047008600,BK0703
36047008800,BK0703
36047009600,BK0703
36047009800,BK0703
36047010000,BK0703
36047010100,BK0702
36047011000,BK1201
36047011200,BK1201
36047011400,BK1201
36047011600,BK1201
36047011700,BK0601
36047012000,BK1002
36047012100,BK0601
36047012700,BK0601
36047012901,BK0602
36047012902,BK0602
36047013100,BK0602
36047013200,BK1002
36047013400,BK1001
36047013600,BK1001
36047013700,BK0602
36047013800,BK1001
36081044400,QN1201
36081058200,QN1303
36081108500,QN1101
36081109300,QN1102
36081141700,QN1101
36081006202,QN1003
36061016900,MN0702
36061016400,MN1101
36081036500,QN0302
36081036600,QN1205
36081035800,QN1305
36081036700,QN0302
36081036800,QN1205
36081065401,QN1307
36081065402,QN1306
36081037100,QN0302
36081037300,QN0302
36081037600,QN1205
36081038100,QN0303
36081007700,QN0102
36081008600,QN1002
36081008700,QN0102
36081008800,QN1002
36081007900,QN0102
36081008100,QN0102
36081008300,QN0102
36081009100,QN0102
36081009400,QN1001
36081009500,QN0101
36081009600,QN1001
36081009800,QN1001
36081009900,QN0191
36081034700,QN0302
36081035200,QN1205
36081035300,QN0302
36081026501,QN0401
36081037502,QN0303
36081089202,QN1091
36081027301,QN0301
36081000104,QN0201
36081027101,QN0401
36081040702,QN0303
36081040302,QN0303
36081040102,QN0303
36081027302,QN0301
36081040902,QN0303
36081043900,QN0402
36081044000,QN1202
36081044601,QN1201
36081007500,QN0103
36081006300,QN0103
36081007100,QN0103
36081010000,QN1001
36081010300,QN0101
36081010500,QN0101
36081010600,QN1001
36081010701,QN0101
36081011000,QN0903
36081011200,QN0904
36081011300,QN0101
36081010200,QN1001
36081011500,QN0101
36081011700,QN0101
36081011800,QN0903
36081012200,QN0902
36081012301,QN0101
36081012400,QN0902
36081012602,QN0902
36081013200,QN0902
36081013400,QN0901
36081013500,QN0101
36081013600,QN0901
36081013700,QN0101
36081013800,QN0901
36081014000,QN0901
36081014202,QN0902
36081014500,QN0104
36081015000,QN0903
36081015200,QN0903
36081015400,QN0903
36081015500,QN0104
36081015600,QN0903
36081015700,QN0104
36081014700,QN0104
36081014800,QN0903
36081014900,QN0104
36081018502,QN0202
36081016300,QN0104
36081016600,QN1001
36081016800,QN1001
36081016900,QN0202
36081017000,QN1001
36081066402,QN1307
36081017200,QN1001
36081017400,QN1001
36081017600,QN1001
36081018000,QN1001
36081025301,QN0202
36081018200,QN1203
36081025302,QN0202
36081097205,QN1402
36081066404,QN1306
36081033403,QN1204
36081033404,QN1204
36081000102,QN0201
36081053501,QN0501
36081026502,QN0203
36081048301,QN0401
36081039902,QN0303
36047070601,BK1802
36047088002,BK1703
36047070602,BK1892
36047006901,BK0202
36047006902,BK0601
36047033701,BK0802
36047033702,BK0901
36047088001,BK0902
36081018401,QN1203
36081018700,QN0202
36081018402,QN1203
36081018600,QN1203
36081018800,QN1203
36081026902,QN0401
36081019200,QN1203
36081030903,QN0301
36081019600,QN1202
36081018900,QN0202
36081019000,QN1203
36081020400,QN1201
36081020600,QN1201
36081020800,QN1201
36081021200,QN1201
36081021400,QN0805
36081021900,QN0501
36081022001,QN0805
36081022900,QN0271
36081023000,QN0805
36081043701,QN0402
36081061302,QN0572
36081071306,QN0602
36081077906,QN0801
36081057900,QN0503
36081058000,QN1303
36081058100,QN0502
36081058900,QN0502
36081090700,QN0701
36081092800,QN1403
36081091602,QN8492
36081091800,QN8492
36081092200,QN1403
36081093800,QN1403
36081049301,QN0501
36081049302,QN0501
36081049500,QN0501
36081049600,QN1303
36081049700,QN0501
36081049900,QN0401
36081060100,QN0501
36081059100,QN0502
36081059200,QN1304
36081059300,QN0502
36081059400,QN1304
36081059800,QN1304
36081059900,QN0501
36081060000,QN1304
36081060600,QN1304
36081060701,QN0571
36081060800,QN1304
36081061400,QN1304
36081061602,QN1307
36085007700,SI0101
36085002700,SI0102
36085003600,SI0103
36085018701,SI0105
36085015400,SI9593
36085000900,SI0101
36085012200,SI0202
36085011201,SI0202
36085030302,SI0107
36085024700,SI0106
36061019900,MN0901
36085006700,SI0104
36085014608,SI0302
36085017011,SI0302
36061009700,MN0401
36061001502,MN0101
36061013900,MN0402
36061008300,MN0401
36061003602,MN0303
36061005502,MN0202
36061019800,MN1102
36061018700,MN0703
36061016500,MN0702
36061012500,MN0502
36061020800,MN1002
36085013201,SI0301
36085027704,SI0204
36085027302,SI0203
36085029104,SI0204
36085017009,SI0304
36085018902,SI0203
36085021300,SI0106
36085010500,SI0104
36085000700,SI0101
36085002001,SI0103
36061011600,MN0801
36061016002,MN1101
36061030700,MN1203
36061004800,MN0602
36061023200,MN1002
36061009100,MN0401
36061006600,MN0603
36061007700,MN0203
36061011201,MN0502
36061017401,MN1101
36061015602,MN1101
36061018000,MN1102
36061008000,MN0603
36061020101,MN0901
36061022200,MN1001
36061013800,MN0803
36061007400,MN0501
36061003200,MN0303
36061026100,MN1201
36061022500,MN0903
36061004100,MN0201
36061002100,MN0102
36061001402,MN0302
36061028100,MN1202
36085017012,SI0302
36061017200,MN1101
36061011300,MN0502
36061019000,MN1001
36061009500,MN0501
36061027300,MN1202
36061005900,MN0202
36061014602,MN0803
36061006300,MN0202
36061025100,MN1201
36061017900,MN0702
36061011800,MN0801
36061003400,MN0303
36061018900,MN0703
36061003002,MN0303
36061013100,MN0502
36061008200,MN0502
36061020701,MN0901
36061008900,MN0401
36061002500,MN0301
36061011100,MN0401
36061005000,MN0602
36061000800,MN0301
36061015802,MN1101
36061014200,MN0802
36061007200,MN0603
36061021500,MN1002
36061025900,MN1002
36085013301,SI0104
36061012200,MN0802
36061014402,MN0803
36061015601,MN0803
36061021600,MN1001
36061022000,MN1001
36061025300,MN1201
36061027100,MN1202
36061028300,MN1202
36061000201,MN0301
36061000500,MN0191
36061000600,MN0301
36061001200,MN0302
36061001300,MN0101
36061001401,MN0302
36005006500,BX0102
36005020200,BX1001
36005015700,BX0303
36005005200,BX0901
36085012805,SI0301
36085019800,SI0304
36085014607,SI0302
36005006100,BX0401
36005006400,BX0901
36005006700,BX0102
36005006800,BX0901
36005007000,BX0901
36005007100,BX0102
36005007300,BX0102
36005007500,BX0102
36005007700,BX0102
36005007800,BX0903
36005007900,BX0102
36005008400,BX0903
36005019700,BX0401
36047114400,BK0502
36005019900,BX0402
36005020100,BX0402
36047015200,BK1001
36005021200,BX0904
36005021301,BX0501
36005021302,BX0403
36005021501,BX0501
36005021502,BX0501
36005021602,BX0904
36005021800,BX0901
36005021900,BX0403
36005022000,BX0601
36047056100,BK0101
36005022300,BX0403
36005022401,BX1101
36005022500,BX0403
36005022702,BX0403
36047092400,BK1602
36005036901,BX0602
36047000501,BK0201
36005036400,BX1202
36005007200,BX0903
36005012101,BX0303
36047035601,BK1302
36005005400,BX0901
36047050801,BK1401
36005002701,BX0101
36005006200,BX0901
36005028700,BX0802
36047051001,BK1401
36005023100,BX0502
36005024100,BX0502
36047051602,BK1401
36047079601,BK0902
36047079602,BK1401
36005038200,BX1201
36005039600,BX1201
36005041500,BX0702
36005042901,BX0703
36005044901,BX1203
36005000100,QN0151
36005000400,BX0902
36005001600,BX0902
36005008500,BX0202
36005013000,BX1002
36005013500,BX0301
36005014300,BX0401
36005014400,BX1002
36005014900,BX0301
36005015100,BX0301
36005015500,BX0303
36005016100,BX0303
36005016200,BX1002
36005016300,BX0391
36005016500,BX0302
36005008900,BX0201
36047093200,BK1702
36005009200,BX0903
36047110400,BK0503
36005009800,BX0903
36047016600,BK1002
36005008600,BX0903
36005008700,BX0202
36005011000,BX1091
36005011502,BX0201
36047111600,BK0503
36047030500,BK0802
36005002300,BX0101
36005002400,BX0991
36005002500,BX0101
36005002702,BX0101
36005002800,BX0901
36005003500,BX0101
36005003700,BX0101
36005003900,BX0101
36005004300,BX0101
36005004400,BX0901
36005004800,BX0901
36005016700,BX0302
36005016900,BX0302
36005017300,BX0401
36005016600,BX1002
36005017500,BX0401
36005018400,BX1002
36005018900,BX0402
36005019300,BX0402
36005019400,BX1002
36047079202,BK1701
36047079001,BK1401
36047079002,BK1701
36047003101,BK0203
36047078801,BK1401
36047078601,BK1401
36047078602,BK1702
36047014102,BK0701
36047014101,BK0602
36047014901,BK0602
36047014902,BK0701
36047059403,BK1503
36047059404,BK1503
36047102801,BK1803
36047078802,BK1702
36047009402,BK1201
36047009202,BK1201
36047009201,BK0703
36047009002,BK1201
36047044902,BK0104
36047079201,BK1401
36047001501,BK0202
36047044901,BK0104
36047049301,BK0104
36047049302,BK0104
36047035301,BK0802
36047035302,BK0901
36047035101,BK0802
36047035102,BK0901
36047034901,BK0802
36047034902,BK0901
36047056302,BK0101
36047056301,BK0101
36047120802,BK0505
36047103402,BK1893
36047103401,BK1803
36047031402,BK1391
36047031401,BK1391
36047003102,BK0203
36047050001,BK0701
36047058902,BK0101
36047010601,BK0703
36047053102,BK0103
36047050402,BK1203
36047009001,BK0703
36047102802,BK1893
36047107003,BK0504
36047011902,BK0601
36047001502,BK0202
36047011901,BK0601
36047035702,BK0891
36047107001,BK0504
36047050401,BK0701
36047057902,BK0101
36047010401,BK0703
36047009401,BK0703
36047120803,BK0505
36047057901,BK0101
36047050002,BK1203
36047035701,BK0802
36047010402,BK1201
36047010801,BK0703
36047010602,BK1201
36047010802,BK1201
36047058901,BK0101
36047120801,BK0505
36047107002,BK5693
36047053101,BK0103
36081051500,QN0501
36081051600,QN1303
36081051700,QN0501
36081050000,QN1206
36081051800,QN1205
36081052100,QN0501
36081052200,QN1205
36081050201,QN1206
36081050500,QN0504
36081050700,QN0504
36081050800,QN1206
36081051000,QN1206
36081051100,QN0501
36081051300,QN0501
36081080301,QN0706
36081080302,QN0706
36081080900,QN0801
36081081400,QN1001
36081081800,QN1001
36081052400,QN1205
36081052800,QN1205
36081053000,QN1205
36081061800,QN1305
36081061900,QN0504
36081062000,QN1305
36081062100,QN0504
36081062400,QN1371
36081062600,QN1305
36081062700,QN0503
36061030900,BX0802
36061012101,MN0402
36061010803,MN0604
36061010802,MN0604
36061015403,MN0803
36061015402,MN0803
36061004001,MN0303
36061013604,MN0803
36061013203,MN0801
36061013602,MN0803
36081062900,QN0503
36081083700,QN0706
36081083800,QN1001
36081084000,QN1001
36081084500,QN0705
36081084601,QN1001
36081053401,QN1304
36081000701,QN0201
36081053601,QN1303
36081054000,QN1303
36081040701,QN0402
36081001901,QN0201
36081017902,QN0202
36081023502,QN0202
36081049201,QN0804
36081097207,QN1491
36081047802,QN1206
36081049202,QN1303
36081063700,QN0503
36081063800,QN1307
36081063900,QN0503
36081064101,QN0905
36081064102,QN8291
36081063301,QN0503
36081063302,QN0503
36081063500,QN0503
36081064500,QN0602
36081064600,QN1305
36081065000,QN1305
36081084602,QN1001
36081086100,QN0705
36081086300,QN0704
36081086400,QN1001
36081086500,QN0707
36081087100,QN0707
36081088400,QN1003
36081054500,QN0502
36081054200,QN1303
36081054700,QN0502
36081054800,QN1303
36081065600,QN1307
36081065702,QN0504
36081065900,QN0504
36081066000,QN1307
36081047600,QN0804
36081047900,QN0401
36081048500,QN0401
36081048900,QN0203
36081055900,QN0502
36081056100,QN0574
36081056500,QN0503
36081056700,QN0503
36081055200,QN1303
36081055300,QN0502
36081055400,QN1303
36081055500,QN0502
36081055700,QN0502
36081055800,QN1303
36081056800,QN1303
36081057700,QN0503
36081066501,QN0504
36081067700,QN0504
36081068000,QN1306
36081068200,QN1305
36081068700,QN0601
36081069000,QN1306
36081116302,QN0704
36081003302,QN0105
36081000103,QN0201
36081116301,QN0704
36081047801,QN0804
36081021603,QN0901
36081000702,QN0201
36081019902,QN0202
36081001902,QN0201
36081120702,QN0705
36081019901,QN0202
36081053502,QN0501
36081017901,QN0202
36081023501,QN0202
36081030906,QN0301
36081030905,QN0301
36081027702,QN0301
36081101004,QN1401
36081101003,QN1401
36081097206,QN1402
36081100803,QN1401
36081100804,QN1401
36081155103,QN1301
36081066401,QN1307
36081033405,QN1204
36081155104,QN1301
36081025402,QN1202
36081025401,QN1202
36081028803,QN1203
36081028802,QN1203
36081069300,QN0601
36081069400,QN1306
36081069500,QN0601
36081069701,QN0601
36081138501,QN1102
